area,businessScope,companyController,companyName,issuingAuthority,legalRepresentative,license,licenseDate,qualityRepresentative,registrationAddress,repositoryAddress,validTillDate
东西湖区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、除冷藏冷冻药品外***,李玉兰,湖北同济堂药房有限公司益民药店,武汉市东西湖区食品药品监督管理局,张美华,鄂CB0272062,20140804,邓艳,走马岭办事处市场路22—6—17室,,2019-08-03
蔡甸区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,李冬平,武汉市蔡甸区百灵大药房,武汉市蔡甸区食品药品监督管理局,,鄂DB0278763,20140806,梁培川,武汉市蔡甸区张湾街向前街33号,,2019-08-05
江汉区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,杨芬,老百姓大药房连锁（湖北）有限公司武汉妙墩...,武汉市江汉区食品药品监督管理局,,鄂CB0272243,20140807,陈娟,江汉区青年路59号华玻商住楼2-3号裙楼1层1室,由老百姓大药房连锁（湖北）有限公司统一配送,2019-08-06
硚口区,处方药(禁止类与限制类药品除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,谈静,湖北同济堂药房有限公司长丰天勤药店,武汉市硚口区食品药品监督管理局,,鄂CB0273276,20140812,石海珍,硚口区长丰大道天勤花园4栋1层4号,,2019-08-11
洪山区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,杨森,武汉国针堂医疗管理有限公司保利中央公馆中...,武汉市洪山区食品药品监督管理局,毛平辉,鄂DB0277027,20140807,程静,武汉市洪山区保利中央公馆G8-S13,,2019-08-06
经济技术开发区（汉南区）,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,李赛,武汉鑫龙天医药房有限公司,武汉市开发区食品药品监督管理局（武汉经济技术开发区）,陈祖玲,鄂DA0270647,20140813,郑文娇,武汉经济技术开发区8C地块阳光丽景2-1-101,,2019-08-12
蔡甸区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,徐彦红,武汉市蔡甸区新城平安大药房,武汉市蔡甸区食品药品监督管理局,,鄂DB0278765,20140811,王芳,武汉市蔡甸区奓山街常福建新南路17号,,2019-08-10
江汉区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,徐勇,武汉叶开泰药业连锁有限公司天门墩药店,武汉市江汉区食品药品监督管理局,王洪涛,鄂CB0272244,20140815,张勉,武汉市江汉区台北路217号A栋1层,,2019-08-14
武昌区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,李红琴,武汉同药堂药房有限公司,武汉市武昌区食品药品监督管理局,汪密,鄂DA0275471,20140821,廖晓云,武昌区中北路147号,,2019-08-20
江汉区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,杨芬,老百姓大药房连锁（湖北）有限公司武汉新华...,武汉市江汉区食品药品监督管理局,,鄂CB0272246,20140820,万军梅,武汉市江汉区新华小路41号C栋1层部分,由老百姓大药房连锁（湖北）有限公司统一配送,2019-08-19
青山区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,杨芬,老百姓大药房连锁(湖北)有限公司武汉工业...,武汉市青山区食品药品监督管理局,,鄂CB0276045,20140821,余刚,武汉市青山区111街坊58号国家电网综合楼,,2019-08-07
江汉区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,胡慧群,湖北天成大药房医药连锁有限公司菱角湖店,武汉市江汉区食品药品监督管理局,,鄂CB0272245,20140822,王迎超,武汉市江汉区长江日报路28号城市星座1楼,,2019-08-21
东西湖区,处方药(禁止类与限制类药品除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,汤明起,武汉东明药房连锁有限公司革新分店,武汉市食品药品监督管理局,汤明起,鄂CB0278070,20140825,徐峰,武汉市东西湖吴家山革新大道十一支沟东02号,,2019-08-24
洪山区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,赵艳,武汉为民天寿大药房有限公司华城店,武汉市洪山区食品药品监督管理局,,鄂CB0277033,20140822,王婉钢,武汉市洪山区友谊大道996号华城广场23-24号楼商铺1号商铺,由武汉为民天寿大药房有限公司统一配送,2019-08-21
东湖新技术开发区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,张云艳,武汉普安医药有限公司普安药房世界城店,武汉市开发区食品药品监督管理局（武汉东湖新技术开发区）,徐晓峰,鄂CB0270778,20140826,张奕,武汉东湖新技术开发区珞瑜路766号世界城广场B126号商铺,,2018-12-26
东湖新技术开发区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,甄晶,武汉宏君达大药房有限责任公司,武汉市开发区食品药品监督管理局（武汉东湖新技术开发区）,甄晶,鄂DA0270796,20140826,陈锋,武汉东湖新技术开发区豹澥镇五期15栋1号.2号商铺,,2019-08-25
蔡甸区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,吴小海,武汉市蔡甸区宏宝堂大药房,武汉市蔡甸区食品药品监督管理局,,鄂DB0278767,20140827,杜子辉,武汉市蔡甸区常福新城龙王庙小区12栋1-2号门面,,2019-08-26
黄陂区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,周德伟,武汉市黄陂区天河街御医堂大药房,武汉市黄陂区食品药品监督管理局,,鄂DB0279570,20140827,邓志盛,武汉市黄陂区天河街天河道200号,,2019-08-26
东湖新技术开发区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,黄向英,武汉德瑞康大药房有限公司,武汉市开发区食品药品监督管理局（武汉东湖新技术开发区）,王珏,鄂DA0270797,20140826,吕冬莲,武汉东湖新技术开发区九峰德欣里社区商业街D16,,2019-08-25
江夏区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,秦朝君,武汉太阳堂药房有限公司,武汉市江夏区食品药品监督管理局,胡巧,鄂DB0279109,20140828,胡巧,武汉市藏龙岛梁山头社区4-A、B、C,,2019-08-27
江夏区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,王军,武汉平安康大药房有限公司,武汉市江夏区食品药品监督管理局,胡伟,鄂DB0279115,20140828,马志权,武汉市江夏区郑店街关山村二组付家湾456号,,2019-08-27
汉阳区,处方药(禁止类除外)、非处方药;化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,王杨菊,武汉康太太大药房有限公司,武汉市汉阳区食品药品监督管理局,祁英,鄂DA0274293,20140903,张凤华,武汉市汉阳区龙阳大道66号新澳·蓝草坪三期/栋1-2层6室,,2019-09-02
东湖新技术开发区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,杨向东,武汉珍草堂大药房有限责任公司,武汉市开发区食品药品监督管理局（武汉东湖新技术开发区）,廖晓丹,鄂DA0270798,20140903,赵琳,武汉市东湖高新区当代国际花园精装7号楼109号,,2019-09-02
洪山区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品***,高鸽子,湖北传奇春天大药房大药房连锁有限公司港东...,武汉市洪山区食品药品监督管理局,,鄂CB0277036,20140901,杨禅堂,武汉市洪山区友谊大道罗家港东绿景苑港东名居2栋112号商铺,,2019-08-31
汉阳区,处方药(禁止类与限制类药品除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,张平,武汉同芝堂大药房有限公司,武汉市汉阳区食品药品监督管理局,刘仁莉,鄂DA0274294,20140903,彭明,武汉市汉阳区燎原村鑫瑞.小城故事2、3号楼之间1、2号商铺(一层),,2019-09-02
蔡甸区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,张文合,武汉福康大药房零售连锁有限公司新福路医药...,武汉市蔡甸区食品药品监督管理局,,鄂CB0278666,20140905,李炜,武汉市蔡甸区蔡甸街新福路25附11号,,2019-09-04
经济技术开发区（汉南区）,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,周文梅,武汉康来大药房有限公司,武汉市汉南区食品药品监督管理局,周文梅,鄂DB0278326,20140903,朱家芬,武汉市汉南区纱帽街汉南大道93、95号,无,2019-09-02
青山区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,夏瑛,武汉马应龙大药房连锁有限公司红钢城药店,武汉市食品药品监督管理局,,鄂CB0202388,20140905,田文涛,青山区车站街91号,,2019-09-04
江岸区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,邹帮杰,武汉福泰德大药房有限公司,武汉市江岸区食品药品监督管理局,蒋国华,鄂DA0271352,20140910,张连宾,武汉市江岸区兰陵路40号底层部分,,2019-09-09
蔡甸区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,张利红,武汉市蔡甸区康尔美大药房,武汉市蔡甸区食品药品监督管理局,,鄂DB0278769,20140917,张莉华,武汉市蔡甸区大集街南湖村人信千年美丽四期二区第3幢1层15-16号,,2019-09-16
蔡甸区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,邹建,武汉市鑫淼大药房有限公司,武汉市蔡甸区食品药品监督管理局,李红,鄂DB0278768,20140915,汤岩松,武汉市蔡甸区蔡正街333号,,2019-09-14
硚口区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、除冷藏冷冻药品外***,蒋璐勉,武汉吉康丰华大药房有限公司,武汉市硚口区食品药品监督管理局,陈志华,鄂DB0273281,20140909,李峥嵘,武汉市硚口区长丰大道166号丰华园小区8栋1层3-1、2-2号,,2019-09-08
江夏区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、除冷藏冷冻药品外***,彭勇,武汉华茂科工贸有限公司华茂大药房大桥店,武汉市江夏区食品药品监督管理局,彭勇,鄂DB0279116,20140919,李松晓,武汉市江夏区文化大道9号长江工程职业技术学院1号学生公寓10、11号商铺,无,2019-09-18
东西湖区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,张长辉,武汉健康人大药房有限公司将军路大药房,武汉市东西湖区食品药品监督管理局,,鄂DB0278132,20140917,詹凤霞,武汉市东西湖区将军路198号将军家苑三期翠林雅居1栋1层6室,,2019-09-16
东湖新技术开发区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,刘赟,武汉市百岁康大药房有限公司曙光星城店,武汉市开发区食品药品监督管理局（武汉东湖新技术开发区）,,鄂CB0270800,20140922,王耀耀,武汉市东湖高新技术开发区雄庄路曙光星城A区厚街商铺第1层2号商铺18-19号,,2019-09-21
洪山区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、除冷藏冷冻药品外***,邱晨,武汉中辰大药房有限公司责任,武汉市洪山区食品药品监督管理局,叶玲,鄂DA0277047,20140924,李力,武汉市洪山区保利中央公馆G5栋G6栋F1-081、F1-082、F1-058商铺,,2019-09-23
洪山区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、除冷藏冷冻药品外***,黄雄兵,武汉平安福大药房有限责任公司,武汉市洪山区食品药品监督管理局,,鄂DA0277046,20140924,李甜,武汉市洪山区万科金色城市一期18-7、10号楼9号商铺,,2019-09-23
